document	label
탈당한 1만당원들 언플 대응해라ㅡ채널A공정성 전국방송 심의문제다ㅡ돌직구쇼 기득권 여야합심 신당공겪한 꼴불견 야권 공적이면서 안철수의 정당한 비판은 안되냐ㅡ황태순 억지만큼 편협 옹졸하고 신당위력 방증임ㅡ문재인 혁신안 패권 낡은진보 청산 빠져서 많은 언론과 안철수 지적때 문측 새눌 프레임 공격해서 갈라선거 다아는데 안철수 같은 혁신안으로 문안티했단식 모함한다ㅡ친정욕 잘못이라면서 떠난 안측근~문측의 탈당 전후욕은 비난없이 안철수 탓만한다금태섭 가장 후회할것임ㅡ배신의 정치 국민 정서법땜 낙마다안철수는 송호창 이해해도 표 못받는다ㅡ사즉생해라	0
그건 지금 국립대가 더 심함 어느 대라고는 얘기 안 하는데	0
ㅋㅋㅋ 잉여인간...물고기 구피보다 지능 떨어지는 ㅂㅅ	1
 7등급 생키들은 계속 7등급인거야 왜냐면 자기가 뭘 모르는지 모르거든 	1
수영아 진짜 나니까 이정도하는거다 소원은아니지만 니가좀 안되보여서 댓글다는데 소원들은 정신을 못차린다 그회사들어간??신의한수다 이것들은 팬도아니다 진짜 팬이라면 이럴수는없는거야.. 써니랑효연이랑 수영이 가 성격이 좋으니까 이정도지 ㅇㅇ 알지?기복심한 누구였음 벌써난리난리오?봉?효연이짱	0
정말 예뻐진건 사실이네요. 여신 여주인공 다 가능한 미모로 다시 태어났네요. OOO스럽지도 않고 정말 성공한 성형인데 더이상은 손대지 말고 잘 유지 하셨으면 좋겠어요	1
도쿄 코로나 좀비도시네	0
오마이걸 등골 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
같은공대생으로 힘내라고 ㅇㅂ	0
안철수와 신당에 합류하여 새정치부탁드림니다 지지합니다	0
이 기사에 통진당,전교조,한걸레,임수경은 움찔합니다	0
빨갱이방송 kbs	1
이 상황에 별 관계도 없는 종교계 노인네들 불러다가 형식적인 대화로 티타임 가지며 대안(지지율하락) 마련 중	0
국회의원출석좀불러봐~애들없으면준비해야해	0
친구없는 여자가 후다가 많은 이유.txt	1
왜 떠난거지. 미스터리한 일이야. 먼가. 있어.	0
세나랑 루시안 튀어나올줄알고 두근두근했네	0
한국인들은 일본인욕하지마라! 일본인들은 선진국근대문화를 빨리받아들여서 개방적이고오픈마인드에나라여서그런지 일본우익들빼놓고는 열린생각을 가진국민정서도 같이공존한다!한국인들은 중국과일본의 안좋은 부정적인면들만 섞어놓은것같다!!!	0
전쟁나도 전작권은 미국이다 알고들잇냐 아직 2년이나 남앗다 환수	0
저년 애미가 괴물이네ㅋㅋㅋ	1
일본인인가보지	1
리멕?磯쨉?장인타령은 왜함 ㅋㅋ	0
프젝 하이눈 다 있는데우주도 은근 이쁨레깅스 빵댕이 허벅지가 아주 실해	0
좆무원들 철밥통속에서 개지랄발광하는거	1
이게 다 전략이다한참 분위기 고조시켰다가. 방심하면 도발하는겨천안함도 그랬고 연평도사건도 그랬어	0
트루디 귀엽고 랩도 잘하는데 왜 까내리지? 지들이 좋아서 사귄다는데 모쏠들 열폭인가	1
자지를 칼로 찍어라.	1
예비군복 다려야겠군	0
수지이종석최우수?그거하나로 얼마나거지같은시상식인지 인증	1
어제 기사에서 본 그 얼굴이 아닌데...?	0
남친 여친은 깨지라고 있는거임	0
법이 젤리철 몰캉하니 달달하니까 지키는 사람이 아무도 없는 겁니다.미국만 봐도 공권력이 어떤지 알 수 있을건데요.후진국이면 선진국보다 더 강력한 공권력을 가져야 하지 않을까요?	0
그럼 팬들은 못들어가나요 ? 가고싶은데	0
기사제대로 안쓰냐?아놔 깜빡속았네..요즘 기자들은 기자정신이없어.검새들받아쓰기나하고 듣보잡스위터나 퍼나르고..당췌 사건조사를안해..이건어디서퍼온거냐	0
그렇게 자리만들어서 언론으로 만들어갈려하지마시구 유가족들에게 직접적으로 사과하시는게 어떠세요? 아니면 이것도 형식적인 절차라서 내가 잘못생각 한건가?	0
2상 6방 어벤져스 멋짐폭발!!! 나도 헤롱이 귀여움에 한표~♡	0
자신없으면 결혼하지말고 혼자 연애만하며 살면 되자나....왜 한사람 인생을 망치는거야??	0
장난이라하면되지 ㅂㅅ아	1
자식 앞서 보낸것이 무슨 큰 벼슬이라고 저렇게 잘난체 하는지 모르겠다. 대통령이 벌써 다섯 번째 사과의 뜻을 거듭 밝혔고, 지금 상황에서 더 이상 무슨 사과를 할 수 있는지 모르겠다. 앞으로 실종자 모두 수습되면 그때가서 또 대통령이 대담형식으로 또 사과를 할 수 밖에 없다. 도대체 뭘 더 해달라는 건지 알 수가 없다. 지금 대통령이 세월호 침몰시켰나? 정부가 무능한 면이 없지 않다. 그러나 더 뭘 해달라는 건지 모르겠다. 국민 모두 곡기를 끊고 굶어야하나? 유가족들이 따져야 할 곳은 정부가 아니라 당신 가족을 해친 유병언 일가다.	0
걍 정글 서폿 없애고 3:3 게임 가즈아아	0
성적 자기 결정권은 자기 의사에 반한 성적행위를 강요당하지 않을 권리입니다. 지 좆대로 섹스할 권리가 아니라	1
문재인 언제가냐? 북한간다고 또 말 한번 해야하지 않습니꽈아??	0
꾸역꾸역 병신같은 룬 넣는 이유가 뭐지	1
꾹세청이 YG 제대로 할까??? ㅋㅋㅋ YG망하면 제대로 한거고 아님 봐주는거지 ㅋㅋㅋ	1
너무 지루함. 1위하길래 봤더니 ㅠ	1
정신적고통 살인과 같다고 생각합니다	0
도경환은 그냥 별로.. 왜 그런지 모르겠는데 너무 이미지 만드는 느낌;	0
갓 쓰신분은 조선시대에서 석고대죄 자문을 구하고자 부른 선비님이신가요	0
박서준 젤좋아	0
여자도 앞으로 남자들한테 밥 얻어 먹지 마라.빈대년들아	1
솔직히 좆간지면 개추	1
소고기개방 한다고 광우병걸린거 내식구 먹을까봐 수만명씩 촛불들고 시위했지... 광우병에 죽은사람 한사람도 없었네... 진도앞바다에 생으로 꽃같은 아이들 생매장 시켰는데 서로 안타까워는 하는데 내자식 아니라고 촛불들고 광장에 나서는이 하나없네... 더러운 정부..더 더러운 동쪽에 사는 오랑케민족들...	1
댓글알바?나많다...이야 나도우파지만은 OOOㄹ 정부ㄱ ㅏOOO이라 국민과 아이들은수백명이죽엇는데.. ㄱ ㅐ자쉭들 그렇게돈받고살고싶냐 ㅇ? 박근혜대통령님 제발정신좀차리세요..	0
참깨빵위에	0
문재앙놈 땜에 애꿎은 젊은이들만 희생을 당하네~~~	1
엄청차깁고 물살쌔서 거의다 죽는다더라 암튼 자살명소임	0
저번도 그렇고 룬테라 시네마틱에 신캐로 나올법한 애들 많이 넣어두네	0
만화카페인데 옆방에서 나는 소리 뭐임	0
기안84는 극혐 가끔 돌아이 같아서....캐릭터로 재밌게 살려서 저 정도지 실제로 저러면 정말 싫을듯	1
알바비줘바라 좌좀들아 신나게 까줄테니까 참.먹고 살기 힘들어 알바고용못하고 직접 발로 뛰고 있지????ㅋㅋㅋㅋㅋㅋㅋ	0
추천이요~	0
츄다츄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
진짜 가지가지한다 적당히 해라 대통령이 니들 친구냐 어휴 ㅉㅉ	0
츄하트?+?+?+?+?+?	0
대안은 국민이 만들어 낼테니까제발 아무 일도 하지마	0
무식하고 고집센 사람을 상사로만 둬도 그 밑에있는 사람들은 죽을 맛인데, 그런 사람을 대통령으로 뽑아준 대한민국 국민님들, 남은 4년간 참 행복하시겠습니다?	0
박정훈sbs사장블랙앤화이트리스가 어제예능대상통해 공개되고 비리가 만천하에 드러났다던데 조사한번없는 방통위 문제인.다른사람 블랙앤화이트는 조사해서 구속도 잘하더니 이중정치쩐다.방송사와 sm간 부정부패 조사하고 어제 sbs예능시상식 논란 조사하고 박정훈파면시켜라	0
호불호갈리는 몸매 	0
대학교를 안가도 취직걱정을 안해도 되는 사회를 만드는게 선행되어야 하는게 아닌가?......일부 일류 대학을 안나오고 지방대를 졸업하면 취업도 제대로 못하는 것이 현재 상황인데...이??은 상황 파악이 안되는건지 못하는건지...대통 자격이 있는건지..없는건지...	0
법인카드로 회식비 쓰는것까지 뭐라하면 대한민국에 정상적인 직업가진 사람치고 안걸릴 사람없다시피 할것입니다.	0
강남 빨갱이들을 아작을 내는것이 국민의 명령이다.	1
언제까지 우리가 대중이와 무현이 똥을 치워줘야만 하는건지?	0
박근혜 이여자 정신머리가 있는 여자냐? 국민들한테 원리 원칙 그렇게 내세우더니! 배신감에 분노가 치민다!	0
영국 엘리자베스 여왕도.. 손자가 문제 일으켰을때.. 공식적으로 사과를 하셨지.. 하지만 우리................여왕벌 각하께서는.. 그냥 일벌들 사이에 숨어서 시킬뿐이지..	0
아니라고 카이스트랑 재계약의논중이란다야	0
연합뉴스 OOO놈들아 그만좀 따라다녀.	0
송혜교 완전 이쁘더라 ,,,, 이쁘다 이쁘다 감탄하다보니 1시간 금방 지나감 ㅠㅠㅠ 끝까지 본방사수하겠습니다 ㅋㅋㅋㅋㅋㅋㅋ	0
이해할수없는 나라	0
태영호가 탈북할때 1원하나없이 빈손으로 왔을까? 고위직으로 있다가 탈북하는 사람이 어느정도는 챙겨서 왔을거란 합리적 생각은 왜 안해? 그게 한국와서 번거와 합쳐졌을것이라 생각한다면 그리 큰돈도 아니지. 그리고 그가 가진 고급 정보는 원래 법적으로도 그에 맞는 보상을 해주게되어있어. 아마 수십억이상의 가치를 갖는거였겠지만 지금의 문가 정권에선 싸구려 취급해서 얼마주지는 않았겠지만. 왜냐구? 어차피 북과내통하고 지령받는 정권이니 상당수 정보가 빨갱이 간첩들이 이미 알고있는거일수있잖아.그랴도 어느정도는 쳐주었을거야.	1
두번째 그 마음의소리 조석같네	0
어제부터 여긴알바천국이네 대통령얘기만 나오면 알바들이티나게 댓글을 남기고 사라진다 참 ...누가 봐도 아닌걸 아니라는데 ... 나라꼴이우습다 손바닥으로 하늘이가려지나 ...	0
아니 왜 꼭 저런 사진을 쓰는거임? 못됐다	0
근데 울산은....경상도 아닌가요? 저는 서울사람인데 경상도가 티비에 나와도 되는 동네인지 의문이네요. 경상도 사투리 자체가 아이들 정서상에 좋지 않거든요. 앞으로 주의해주셨으면 좋겠습니다.	1
너거가 코메디언이가 맨날 놀러나 처 다니고 게임이나 하고 코메디는 언제하냐	1
박근혜가 대국민 사과를 해도 사건이 다끝난 다음에 해야한다. 지금은 오로지 시체유실없이 고인이라도 가족품에 돌려보내는데 총각을 세워 전력투구해야한다. 그리고 이번에 끔찍한 인재에 대해서 조금이나마 위한인것은 그남아 정부가 이번에 작정하고 다 들쑤셔서 뿌리뽑을려는 의도는 보인다고 생각한다. 대통령및 관련자들은 지금 그들에게 시간을 줄여유가 없다. 신속하게 일처리해야한다. 사과는 당연한거다. 사건이 종류된후 비판할건 비판하고 사과하지않는다면 더비판하면 된다. 지금은 정부에게 시간을 줘서 그들이 죄값에 최선을 다할수있게 도와줘야한다.	0
당파싸움에 국가적 인재를 놓치다니... 한스럽다. ㅠㅠ	0
법에 관심이 있음을 드러내기 위해서 정성활동을 하고싶으시다면	0
북괴가 개성공단 폭파시켰으면 하는 바램 ㅎㅎㅎㅎ	0
작성자에 의해 삭제된 댓글입니다.	0
이게 빨갱이 프레임질 놀이에 .. 돈을 벌어들인거지 .. 강연이다 머다 .. 결국 .. 일반인들은 프레임질에 놀아나다가 프레임만드는 이들에게 돈을 벌게 해주는 꼴이지 .. 이제는 역사속으로 사라져야할 프레임이다. . 새로이 필요한 프레임은 이간질 시키고 자신들 배를 채우는 자들을 서지 못하도록 하는 프레임이 필요하다 .	1
디다담디담디담담디담 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
서행을 했다면 저런일은 없었을텐데.. 아휴 법에 의한 처벌이 아닌 저 엄마는 진짜 살아도 사는게 아닌 엄청난 마음의 형벌속에 살아갈듯 ㅜㅜ 마음이 아프네요. 운전 조심해서 합시다.	1
미시간주 개꼴리네 ㅇㅇ	1
뒤지게 놔두지 왜보호하는데 개정일씨족은 지들끼리 다죽이게 놔둬라 통수프랑스놈들	1
명박이가 기름뿌리고그네가 요리 하는구나무슨요리가 나올까?	0
어찌되건 현 군수통치권자 박각하를 지지합니다.한번보여주세요~ 비하하는건 아니지만 첫여성 대통령이여서 더확실하게 보여주셔야 됩니다	0
우리 국민은 항상 이렇게 큰 어려움을 겪을 때도 다시 용기를 갖고 일어서는 지혜를 발휘하는 그런 국민이었다 그런 국민을 계속 짖밟고 있는 게 국가라는 점은 알고 있을까?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	0
짤꼴리면 개츄,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	1
누고,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	0
ㅅ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,	0
너같은 것이 대변인이라 무척 유감스럽다. ** 유감스럽다 = 감히 어디다 눈깔 마주치고비판질이야..눈 내리깔어 의 긴말.	0
그럼 학교졸업하면 그담은 김한솔은 어케되는거지? 지금은 미성년자라서 그런거같은데...끝까지 네셔널 폴리스가 김정은이죽든 망하든 그때 까지 지켜줄순없지않은가 지금김한솔 아버지도 떠돌이피난생활을하느데 ㅠㅡ	0
gydnjs1106	0
박근혜후보가 대통령이된다면 전두환때보다 과감하게 종북척결이 필요하다 생각한다. 계엄군 수준이 아니라. 종북이라면 치를 떠는 특전사들을 동원해서 과감하게 씨를 말려야한다. 5.18운동도 북한 자작극인거 알지? 종북척결하자. 씨를 말리자. 사상교육이 엄청나게 필요한 시대이다.	0
한국에 태어나서 자기 능력대로 성공했으면 더 큰부자될수있는사람인데? '개인의 능력'이라는 요소를 왜 무시한채 기사를 작성하는지?	0
무	0
 상인회 회장 등 상인 대표 7명과 오찬간담회를 하며 신종코로나 사태에 정부가 적극적으로 대처하겠다는 뜻을 밝혔다.	0
국어쌤2	0
사이비로..비리로 모은재산 가족까지 몰수해라	0
근데 돈 주는거 한남충아니야?	1
우리나라 전통적 애국보수들은 조지부시든 오바마든 천지차이여도 미국인이면 은혜로이 떠받들려고 하니 CIA고문을 쉴드치는게 뭐가 이상한가	0
 이런 저능아들은 도대체 뭔생각하면서 사는지 모르겠네	1
축복한다 그러니까 빠져라 재미도 없고 이제 그만 나와라	1
목이 없는데? ㅅㅂ 존나무섭다	1
둘이다비호	1
꼴픽이우승	0
영국에서 대사로 있을당시부터 받은 공작금 갖고 튀었는데 그럼 돈이 없겠냐? 그동안 여기서 논것도 아니고 강연료만해도 얼만데 그래로 조국이 보단 훨 낫다	0
ㅋㅋㅋㅋㅋㅋㅋ 꿈깨야될듯.  순위에도 없는 그랜져를...  그와중에  G70이 엄청 빠름요 	0
합법적으로 모았으면 여러분 존중해주어야 하는게 맞지않나요?우린 지금 민주자본주의 사회에 살고 있어요.착각하지 마세요.	0
돼지 stays 돼지 ㅋㅋ 그리고 솔직히 남자는 23 넘어가면 애초에 와꾸가 흘러내려서 이성으로 안 보임 근데 하물며 30대에 관리까지 안했다? 이건 뭐 ㅋㅋ	1
북한이 서울을 파괴할리가 없지...만약 한국을 먹으면 가장 값나가는 곳이 서울인데 미쳤다고 서울을 파괴하냐?ㅋㅋ 오히려 안전하다고 생각하는 지방 군부대가 있는 도시들이 더 위험함..특히 공군부대가 있는 데...	0
젊은넘 기 빨아 먹고 회춘ing	1
공기업민영화하지말고 국회민영화가시급합니다	0
연호가 누고 ㅋㅋㅋ	0
현진아 ㅋㅋㅋ	0
요즘 기간이냐? 왜케 꽥꽥대냐. 니나 잘해, 남들 뭐라 하지말고. 달구새끼.	1
정당해산이 민주주의의 파괴?ㅋㅋ 그럼 내가 네오나치당 창당해서 동조자들 끌고 조선족 동남아인들 배때지 쑤시고 다니자고 쑥덕공론해도 민주주의냐? 공의에 반하는 단체는 정당이고 나발이고 해산시켜야지. 적성국가에 동조하는 단체 분쇄해버린건 아직 이나라 이념이 살아있다는 증거	0
사과?....그까이꺼?..	0
그네야 욕 처먹기 싫으면 사표쓰고 내려와라..거긴 아무리 보아도 니가 있을만한 자리가 아닌듯 싶다.	0
돼지삼부자의 도발은 삼대가 유전이구나 미치광이전쟁도발유발자	1
갓챠이미답은정해져있어 ㅋㅋ	0
왜놈들은 집단으로 뇌를 버려 두고 사는거 같다	1
멍청하니까 그런거죠. 눈앞의 이익에만 달려드는 불나방처럼	0
준	0
엄마 암으로 돌아가셨는데 돌아가시기 전까지 속 썩였어..	0
닉도 빼애액 이노ㅋㅋㅋ - dc App	1
기자가 미친거아니냐 극우가 반민주라는건 무슨 논리여.. 잘못된 선입관을 이분법적 사고로 전가시키네	0
빙신에, 겁쟁이 이멍박보다는 잘 하겠지	1
전교조가 애들 다 망쳐?J다 요즘 고딩들 때리면 같이 때리고 지애미애비도 고소 ㅋㅋ 나라꼬라지가	1
지니 혜야 훨씬 더 잘했는데 아쉽다	0
아무것도 밝혀내지 못하고 그저 삽질만 하던 무능한 검사라인이 또?하긴 없는 증거를 찾을려니 찾아지나 쳐돈놈들 ㅋㅋ	1
일본대구 한국도쿄	0
에스더 정말 마음이 따듯하고 큰 사람같네요	0
노	0
경상도 새끼들 박근혜 쉴드치다 피똥 싸겠네.. 측근놈들 비리도 무관, 부정선거를 해도 무관, 세월호 대참사도 책임없다... 그럼 박근혜는 도대체 청와대에 왜 있는거냐? 그냥 경상도 새끼들 밥그릇으로 존재하냐?	1
또무조건반대하는것봐라투표전엔표얻으려고그지랄했냐?	1
그동안 당신의 쓰레기같은 여러 무능력 잘 보았습니다. 아이들의 목숨마저 앗아간 뮤능력, 이제는 알아서 내려오십시오.	0
아이 건강하게 낳으려면 젊을때 낳고 노산이면 부부끼리만 사는게 낫지않나 싶다.	1
직장은 구했냐?신경끄고 니 밥벌이나 해라	0
 주님을 보라구 	0
북한구하고싶으면 북한하고 관련있는 파주나 철원 고성에서 출마하지 격떨어지게 이게뭐하는짓인지. 이자스민하고틀린게뭐냐? 강남에 빌붙어서 돈 뜯어먹자는 수작이야? 북한에돈주는거니가니입으로잘못됐다면서 뭘로 북한을구하겟다는거야.니 입으로?정말구하고싶으면 모은재산이나 탈북단체에 뱉어라.	0
대안이 필요했던 때는 지금이 아니라 바로 사고가 일어나던 바로 그 날이었다구 이 멍청한 할망구야.. 애들 다 죽여놓고 아직도 거드름을 피워!!!!!!!!!!!!!!!!!!!!!!! 기본적으로 이 여자는 대통령이 뭐하는 자리인지 모르는 거 같다. 그냥 의전이나 받고 품위만 챙기면 대통령인 줄 아나? 사고 직후 대책본부가 헛돌아간다는 사실을 파악하고 대통령이 현장전문가랑 짝지어서 대책본부 지휘하고 현장에 필요한 거 지원하도록 부처 임무 할당 하고 그랬어야지 당장 때려쳐.. 대통령이 폼이냐? 니네집 원한 푸는 도구냐?	1
bjh8533	0
국가가 국민을 보호하지 못한다면 그것은 국가가 아니다.우리국민 한사람을 못 지켜낸 노무현 대통령은 자격이 없으며 난 용서할 수 없다.[故 김선일씨 알 카에다 납치 피살사건 때]. 박근혜 의원	0
내가 다칠거 무서워 하기엔 북괴의 위협이 내 후손한테 까지 미치게 하고 싶진 않다. 내 아들은 군대 안보내고 싶다. 내선에서 끝내자.	1
산소 호홉기만 달려있는 대통령 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그만 하야 하세요	0
패치노트 이지랄하고있냐 최대치는 안 건드렸는데 절반이 된거라니까?	1
어떤말을해도 상관없다. 너가 하야하고 처벌을 받아야한다는 사실에는 변함이 없는것이다.	0
내가 반일 빨간약 먹은 걔기가 연대 출신 사회학 교수 수업듣고 부터였는데 ㅋㅋㅋ 성향은 좌빨이긴한데 식민사회 연구하면서 조선은 식민지 중에선 사정이 엄청 좋은 편이었고 일본이 조선에 돈 갖다 붓기만했다 한국의 민족주의 같은 정신적인 것부터 경제개발까지 일본 영향 안받은게 없다고 하드라고 하긴 팩트를 알면 어쩔 수가 없지	1
민주화의 성지!! 라는 전라도는 집똥개도 민주당 목걸이 달면 찍어주는곳...TK PK는 민주당 표 상당히 나옴 당선자도 계속 있고. 한마디로 그냥 ㅂㅅ같은 지역이 전라도 라는게 팩트임.	1
이제 박근혜씨란 말도 않겠다 당신은 특공대라도 투입하라 명해서 대 테러상황에 써야할 그들이 구조에 무슨 노하우가 있었나!! 김종인씨는 울며 말했다 저들은 구조가능성이 업는줄 뻔히 알면서도 해경과 언딘을 계속쓰고있다 저들은 지금 당장 철수해야한다 저들은 지금 국민과 유가족에 큰죄를 짖고잇다	0
최수종이 나오는 드라마는 믿고,안보는,,,드라마	0
전시상황이 무슨뜻인가요?	0
 한물간 약쟁이	1
수도권에서 40대이사 유권자들이여 오늘 꼭 투표를 해야합니다. 그래야만이 80%가 넘습니다.. 투표로 의무와 책임을 다하고 행복한 나라를 만듭시다.	0
하기싫은거잖아다까끼마살오의 딸연아옷입고거울앞에서 패션쇼나하고 조작조문 조작위로 간접사과 뭐 이건 OOO이지 진정성은 꽝이네 내리온나	1
용의 부활 ( Resurrection Of The Dragon)	0
애기들아 뭐좀 알고 해봐 덤벼 이런말해라 전쟁나면 이기고 지고를 떠나서 우리나라 인구 70%이상은 죽을거다... 그리고 어린놈들 영화처럼 학도병같이 끌려가고 예비역들은 총알받이되겟지 난 예비역 짱난다ㅋㅋ	0
가끔 말하는거 들어보면 나사가 반 이상은 풀린 느낌이랄까? 아뭏든 맛이 살짝 가있는건 분명해~	1
큰태연이냐? ? ?	0
솔까 까는건 좌좀이 제맛이지깔게 노무 많거든	1
이렇게 욕먹어도 막상 나오면 음원차트1위함 ~	0
전쟁나면 사실 우리나라하고 미국이 압살하는건 사실아님? 길게 끌지도 않고 바로 초토화할것같은데	0
도올선생 눈물을 흘리며 우리 민족은 너무도 위대하다 (딴지라디오)	0
야붕이 산책중이다....,,,jpg	0
대장 언제쯤 나오나요?ㅜ	0
본인이 그런 발언을 한적이 없는데 몰아가는 일베충 클라스... 근데 한적 없는거 맞죠?? 본인이 해명좀...	0
프랑스에서도 경호하는 마당에 이렇게 기사내서 쓰겠나..	0
올혜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 	0
전설 두개에 프레스티지	0
진지빨고 국물닭발 Vs 숯불닭발 뭐가 더 갑임?	0
교회를 왜 가냐? 예수는 매춘부의 자식이다. 성경은 완전 사기다. 동정 마리아가 아니라 매춘 마리아. 마리아는 로마 병사들에게 마굿간에서 몸을 팔곤 했고 베드로도 마리아와 성관계를 수차례 가졌다. 어디 그뿐인가. 예수는 본인의 아버지를 모른다. 한 마디로 사생아 라고 할수 있다. 자신의 어두운 과거를 덮기 위해 사이비 광신교를 조직했는데 그게 바로 그리스도교다. 베드로에게 생선을 잡아 올리라고 한 구절이 성경에 있는데 그게 바로 일종의 조직 폭력배 입단 테스트 정도로 볼수 있다. 가톨릭이든 개신교든 교회 다니는 자들은 미친 사람들!	1
정치인도 수입해 오는게 맞는 거다..민통당 개OOO들아..너네 자식들은 미국 유학시키고 국적 취득할려고 발악을 하면서 김종훈같이 성공한 사람을 왜 트집잡고 OOO이냐. 너네처럼 국내에서 돈을 받아 쳐 먹었냐..너네 같은 OOO 보다는 수 십배는 깨끗한 사람이다.	0
로운한테하면 좆되는거 알지?	1
##아베 이놈의자슥 모르면 문통한테 너도 전화해서 좀 물어봐라~~ 그저 자존심만 있어가지고 그러다 너거덜 국민 다죽겠다~미통당 지지자들이 좋아하는 아베나 트럼프보고 우리나라 방역 하라면 나라 디비질껄?? 문재인 현 대통령이 얼마나 부지런히 띠는지 알게 될꺼다~~ 아베는 자존심 때문에 우리 문통에게 진단키트와 의료장비 방역 정보에 대해서 말도 못하고 속으로 안그런척 저따구짓 하고있슴	1
누구나 열심히만 하면 큰 돈을 벌 수 있다고 ... 대체 누가 이야기했음? 바본가	0
니꼴리는대로해라ㅋ	1
숙청당했나보네 저돼지시끼 지 옛애인도 기관총난사해서 죽인놈이다 종북새퀴들아 정신차려라 뒤통수?팁愎?너덜도~	1
요즘은 일반인들도 기사 써주나보네	0
대통령아 여자라 저러네	0
차이나 여자를 왜 한국 연예기사에 자꾸 내냐!! 기자들 제정신이냐!! 기사거리 없으면 잠이나 자세요	1
그냥 실각만 시킬 줄 알았겠지 설마 죽이기까지 할 줄 알았겠어? 그리고 자기 남편까지 죽인 조카 얼굴 보고 싶기야 하겠어?	0
평양산 돼지?홰?하나 잡아다 백두산 위에서 소주 한잔 걸칩시다.	0
이수근 범죄자	0
도대체어떤당국자가 기딴소리하나? 진지하게 대응해야지 아무리 뻥구라라도 우리가 할일 해야지	0
미래통합당이 패한 제일 큰 이유는 현 정권의 부정선거때문. 좀만 기달려라. 세상 뒤집어진다.	0
위협은 북괴보다 너희들이 하는 안보무능이다..골프치지말고 해외여행가지말고 고위공직후보중에 창문회때 의혹이나 범죄가밝혀진건 바로조사하고 수사해라..빡끈혜님..언능조사.수사하세요. 모른척넘어가라거 국민들이 당신 공무원만들어준거 아닙니다	0
다케시마는 엄연히 우리 일본의 영토입니다 한국은 위안부등 역사왜곡에 대해 사과하고 다케시마를 불법탈취한점에 대해 당장 우리 일본에게 배상하라!!! 다케시마가 진정 누구의 영토인지 국제재판을 통해 명확히 밝힙시다	0
그래~ 난 너 별루야.. 얏호 ㅎㅎ	1
깜짝파티 궁은 애들 울음소리를 비틀어둔 것 같아서 사운드가 훨씬 기괴함 ㅋㅋ	0
일베충 알바새끼들아 말해봐.해경논란이 유언비어냐? 박근혜는 유언비어란다?	1
신서유기외전 수근식당 가즈아	0
내동생 군대에 있다..동생 제대할때까지 민방위 끝날때까지 예비군 끝날때까지만 좀 미뤄두면..안되겠니 부탁이다 제발	0
?羔	0
